,id,nome,posição,idade,data_nascimento,nacionalidade,time,liga,total_chutes,chutes_no_gol,gols,gols_sofridos,assistências,defesas,total_passes,passes_chaves,%passes_certos,desarmes,dribles_tentados,dribles_realizados,faltas_sofridas,faltas_cometidas,total_jogos,minutos_jogados,jogos_escalados
577,10316,Caio Henrique,Midfielder,23,31/07/1997,Brazil,Fluminense,Serie A,11.0,3.0,1,0.0,2.0,0.0,1554.0,50.0,86.0,45.0,61.0,38.0,19.0,32.0,35,3150,35
578,10318,Airton Ribeiro Santos,Midfielder,30,21/02/1990,Brazil,Fluminense,Serie A,0.0,0.0,0,0.0,0.0,0.0,333.0,4.0,86.0,5.0,8.0,5.0,6.0,8.0,11,468,8
579,10328,Y. González,Attacker,26,11/07/1994,Colombia,Fluminense,Serie A,96.0,33.0,6,0.0,2.0,0.0,420.0,36.0,73.0,23.0,65.0,26.0,52.0,36.0,34,2922,34
580,10305,Gilberto Moraes Júnior,Defender,27,07/03/1993,Brazil,Fluminense,Serie A,28.0,8.0,0,0.0,2.0,0.0,948.0,28.0,81.0,51.0,59.0,29.0,19.0,28.0,31,2746,31
581,10304,Mascarenhas,Defender,22,27/07/1998,Brazil,Fluminense,Serie A,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,44,0
582,152856,Evanilson,Attacker,21,06/10/1999,Brazil,Fluminense,Serie A,4.0,4.0,2,0.0,0.0,0.0,20.0,1.0,47.0,1.0,1.0,0.0,8.0,4.0,3,103,1
583,10299,Agenor Detofol,Goalkeeper,31,11/12/1989,Brazil,Fluminense,Serie A,0.0,0.0,0,7.0,0.0,13.0,94.0,0.0,78.0,0.0,1.0,0.0,2.0,0.0,6,516,6
586,10324,Pablo Dyego da Silva Rosa,Attacker,26,08/03/1994,Brazil,Fluminense,Serie A,5.0,1.0,0,0.0,0.0,0.0,32.0,0.0,64.0,8.0,6.0,3.0,6.0,1.0,9,117,0
589,153617,Lucas Barcelos Damasceno,Attacker,22,19/07/1998,Brazil,Fluminense,Serie A,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
591,10325,Ewandro Felipe de Lima Costa,Attacker,24,15/03/1996,Brazil,Fluminense,Serie A,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,10,0
593,10312,Caio Vinícius da Conceição,Midfielder,21,11/01/1999,Brazil,Fluminense,Serie A,1.0,0.0,0,0.0,0.0,0.0,19.0,0.0,86.0,0.0,0.0,0.0,0.0,3.0,1,21,0
594,80554,Diogo Augusto Pereira Neto,Defender,22,11/03/1998,Brazil,Fluminense,Serie A,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
596,10319,Allan,Midfielder,23,03/03/1997,Brazil,Fluminense,Serie A,36.0,12.0,0,0.0,1.0,0.0,1708.0,15.0,85.0,25.0,52.0,39.0,42.0,45.0,28,2501,28
599,10321,Pedro,Attacker,23,20/06/1997,Brazil,Fluminense,Serie A,26.0,10.0,5,0.0,0.0,0.0,75.0,6.0,78.0,2.0,16.0,5.0,5.0,3.0,10,628,7
600,10298,Marcos Felipe,Goalkeeper,24,13/04/1996,Brazil,Fluminense,Serie A,0.0,0.0,0,3.0,0.0,18.0,90.0,0.0,62.0,0.0,0.0,0.0,3.0,0.0,6,540,6
601,41227,Muriel,Goalkeeper,33,14/02/1987,Brazil,Fluminense,Serie A,0.0,0.0,0,20.0,0.0,78.0,305.0,1.0,72.0,1.0,0.0,0.0,5.0,1.0,21,1890,21
602,10301,Matheus Ferraz,Defender,35,12/02/1985,Brazil,Fluminense,Serie A,8.0,5.0,1,0.0,0.0,0.0,299.0,1.0,76.0,5.0,1.0,1.0,2.0,7.0,7,572,7
603,61809,Luccas Claro,Defender,29,02/10/1991,Brazil,Fluminense,Serie A,1.0,0.0,0,0.0,0.0,0.0,72.0,0.0,81.0,2.0,0.0,0.0,2.0,2.0,2,180,2
604,10300,Igor Julião,Defender,26,23/08/1994,Brazil,Fluminense,Serie A,7.0,1.0,0,0.0,0.0,0.0,222.0,9.0,68.0,11.0,29.0,14.0,14.0,12.0,15,791,8
605,10307,Digão,Defender,32,07/05/1988,Brazil,Fluminense,Serie A,11.0,3.0,1,0.0,0.0,0.0,1116.0,1.0,91.0,24.0,5.0,4.0,13.0,25.0,21,1759,21
606,10306,Nino,Defender,23,10/04/1997,Brazil,Fluminense,Serie A,14.0,2.0,1,0.0,1.0,0.0,1410.0,11.0,85.0,37.0,16.0,16.0,21.0,24.0,36,3239,36
607,70422,Luan,Defender,19,20/01/2001,Brazil,Fluminense,Serie A,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
608,10303,Frazan,Defender,24,05/06/1996,Brazil,Fluminense,Serie A,1.0,1.0,1,0.0,0.0,0.0,172.0,0.0,76.0,3.0,0.0,0.0,3.0,7.0,11,559,5
610,10311,Ganso,Midfielder,31,12/10/1989,Brazil,Fluminense,Serie A,38.0,12.0,2,0.0,0.0,0.0,1378.0,42.0,89.0,20.0,47.0,37.0,29.0,23.0,28,2254,26
611,10314,Dodi,Midfielder,24,17/04/1996,Brazil,Fluminense,Serie A,4.0,0.0,0,0.0,0.0,0.0,158.0,2.0,70.0,19.0,10.0,9.0,8.0,5.0,9,365,2
612,64331,Miguel Silveira,Midfielder,17,26/03/2003,Brazil,Fluminense,Serie A,0.0,0.0,0,0.0,0.0,0.0,15.0,3.0,65.0,1.0,3.0,3.0,1.0,2.0,3,52,0
613,133194,Calegari,Midfielder,18,27/02/2002,Brazil,Fluminense,Serie A,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
615,10322,Marcos Paulo,Attacker,19,01/02/2001,Portugal,Fluminense,Serie A,29.0,8.0,4,0.0,4.0,0.0,371.0,30.0,80.0,20.0,46.0,21.0,17.0,12.0,24,1394,16
616,10320,Daniel,Midfielder,24,11/01/1996,Brazil,Fluminense,Serie A,31.0,13.0,1,0.0,3.0,0.0,1448.0,48.0,84.0,21.0,29.0,22.0,23.0,19.0,30,2338,28
620,60925,Lucão do Break,Attacker,29,14/09/1991,Brazil,Fluminense,Serie A,4.0,1.0,0,0.0,0.0,0.0,16.0,1.0,87.0,0.0,1.0,0.0,0.0,2.0,6,74,0
614,9970,Nenê,Midfielder,39,19/07/1981,Brazil,Fluminense,Serie A,,,3,,,,,,,,,,,,25,1618,19
598,9975,Brenner,Attacker,20,16/01/2000,Brazil,Fluminense,Serie A,,,0,,,,,,,,,,,,5,221,2
592,9982,Edilson Borba de Aquino,Defender,25,24/05/1995,Brazil,Fluminense,Serie A,,,0,,,,,,,,,,,,5,234,3
595,10019,Ezequiel Jacinto de Biasi,Defender,27,22/02/1993,Brazil,Fluminense,Serie A,,,0,,,,,,,,,,,,0,0,0
588,10302,Paulo Ricardo Ferreira,Defender,26,13/07/1994,Brazil,Fluminense,Serie A,,,0,,,,,,,,,,,,0,0,0
609,10315,Yuri,Midfielder,26,05/08/1994,Brazil,Fluminense,Serie A,,,0,,,,,,,,,,,,25,1812,21
584,10317,Bruno César Pereira da Silva,Midfielder,34,03/08/1986,Brazil,Fluminense,Serie A,,,0,,,,,,,,,,,,4,351,4
597,10323,Luciano,Attacker,27,18/05/1993,Brazil,Fluminense,Serie A,,,2,,,,,,,,,,,,6,520,6
590,10326,Leonardo Artur de Melo,Attacker,25,23/03/1995,Brazil,Fluminense,Serie A,,,0,,,,,,,,,,,,7,203,3
619,10327,Kelvin,Attacker,27,01/06/1993,Brazil,Fluminense,Serie A,,,0,,,,,,,,,,,,1,1,0
585,10330,Guilherme Milhomen Gusmão,Midfielder,32,22/10/1988,Brazil,Fluminense,Serie A,,,0,,,,,,,,,,,,8,192,1
617,10331,Everaldo,Attacker,26,28/05/1994,Brazil,Fluminense,Serie A,,,0,,,,,,,,,,,,2,180,2
587,10332,Marcos Vinicius Silva Rocha Calazans,Attacker,24,14/06/1996,Brazil,Fluminense,Serie A,,,0,,,,,,,,,,,,0,0,0
618,80171,Mateus Gonçalves,Attacker,26,28/09/1994,Brazil,Fluminense,Serie A,,,0,,,,,,,,,,,,0,0,0
803,70425,Sergio,Midfielder,22,11/07/1997,Brazil,Fortaleza EC,Serie A,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
804,157152,Jozielson,Midfielder,20,06/09/1999,Brazil,Fortaleza EC,Serie A,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
805,10424,Paulo Roberto da Silva,Midfielder,33,06/03/1987,Brazil,Fortaleza EC,Serie A,1.0,0.0,0,0.0,0.0,0.0,99.0,0.0,76.0,3.0,8.0,4.0,7.0,4.0,4,254,3
806,133189,Sebastião Sousa Costa,Midfielder,20,25/09/2000,Brazil,Fortaleza EC,Serie A,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
807,10422,Felipe Araruna,Midfielder,24,12/03/1996,Brazil,Fortaleza EC,Serie A,1.0,0.0,0,0.0,0.0,0.0,220.0,8.0,86.0,12.0,4.0,3.0,5.0,4.0,9,625,7
809,10425,Marcinho,Midfielder,25,16/05/1995,Brazil,Fortaleza EC,Serie A,8.0,7.0,2,0.0,2.0,0.0,55.0,9.0,71.0,7.0,12.0,3.0,6.0,5.0,8,472,6
810,10428,Raphael Guimarães de Paula,Midfielder,26,05/09/1994,Brazil,Fortaleza EC,Serie A,1.0,0.0,0,0.0,0.0,0.0,50.0,3.0,88.0,0.0,2.0,0.0,1.0,1.0,5,154,1
812,10436,Francisco Edson Moreira da Silva,Attacker,26,08/08/1994,Brazil,Fortaleza EC,Serie A,33.0,13.0,3,0.0,1.0,0.0,417.0,25.0,80.0,8.0,67.0,40.0,47.0,14.0,29,1751,20
813,10433,Matheus Alessandro dos Santos Pereira,Attacker,24,10/07/1996,Brazil,Fortaleza EC,Serie A,2.0,0.0,0,0.0,0.0,0.0,37.0,1.0,75.0,2.0,8.0,3.0,5.0,1.0,8,128,0
815,10432,Junior Santos,Attacker,26,11/10/1994,Brazil,Fortaleza EC,Serie A,13.0,2.0,0,0.0,0.0,0.0,39.0,3.0,71.0,4.0,13.0,5.0,2.0,5.0,6,342,5
816,10430,S. Romero,Midfielder,30,15/02/1990,Uruguay,Fortaleza EC,Serie A,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
818,54080,Adalberto dos Santos Rodrigues,Defender,33,16/11/1987,Brazil,Fortaleza EC,Serie A,0.0,0.0,0,0.0,0.0,0.0,13.0,0.0,65.0,0.0,0.0,0.0,0.0,1.0,1,45,0
819,36009,Luis Otávio Bonilha de Oliveira,Midfielder,28,17/02/1992,Brazil,Fortaleza EC,Serie A,7.0,2.0,0,0.0,0.0,0.0,116.0,3.0,85.0,5.0,5.0,4.0,4.0,6.0,6,259,2
820,10410,Marcelo Boeck,Goalkeeper,36,28/11/1984,Brazil,Fortaleza EC,Serie A,0.0,0.0,0,10.0,0.0,27.0,142.0,0.0,73.0,0.0,0.0,0.0,1.0,0.0,7,594,6
821,10408,Felipe Alves,Goalkeeper,32,21/05/1988,Brazil,Fortaleza EC,Serie A,0.0,0.0,0,36.0,0.0,90.0,934.0,1.0,77.0,0.0,4.0,4.0,2.0,1.0,32,2826,32
822,10409,Max Walef,Goalkeeper,27,23/10/1993,Brazil,Fortaleza EC,Serie A,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
823,10413,Tinga,Defender,27,01/09/1993,Brazil,Fortaleza EC,Serie A,14.0,4.0,4,0.0,2.0,0.0,537.0,22.0,69.0,23.0,21.0,18.0,5.0,9.0,23,1820,19
824,10420,J. Quintero,Defender,25,23/03/1995,Colombia,Fortaleza EC,Serie A,4.0,2.0,1,0.0,0.0,0.0,1428.0,3.0,87.0,18.0,3.0,3.0,11.0,18.0,37,3309,37
825,10412,Roger Carvalho,Defender,34,10/12/1986,Brazil,Fortaleza EC,Serie A,5.0,1.0,0,0.0,0.0,0.0,403.0,0.0,86.0,1.0,3.0,2.0,3.0,3.0,12,987,12
826,10419,Carlinhos,Defender,34,29/11/1986,Brazil,Fortaleza EC,Serie A,14.0,4.0,1,0.0,1.0,0.0,619.0,19.0,77.0,27.0,21.0,12.0,22.0,42.0,27,2429,27
827,10417,Felipe,Defender,26,10/04/1994,Brazil,Fortaleza EC,Serie A,19.0,5.0,0,0.0,1.0,0.0,1128.0,22.0,84.0,54.0,34.0,28.0,29.0,51.0,30,2665,30
830,10416,Bruno Melo,Defender,28,26/10/1992,Brazil,Fortaleza EC,Serie A,12.0,5.0,3,0.0,3.0,0.0,386.0,8.0,81.0,14.0,11.0,8.0,15.0,13.0,14,1183,13
831,10414,Diguinho,Defender,19,26/05/2001,Brazil,Fortaleza EC,Serie A,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
833,10426,Derley,Midfielder,34,02/08/1986,Brazil,Fortaleza EC,Serie A,1.0,0.0,0,0.0,0.0,0.0,52.0,0.0,100.0,0.0,0.0,0.0,1.0,1.0,4,60,0
834,10427,Gabriel Dias,Midfielder,26,10/05/1994,Brazil,Fortaleza EC,Serie A,11.0,4.0,2,0.0,2.0,0.0,410.0,11.0,77.0,45.0,8.0,5.0,35.0,32.0,28,2212,25
835,10429,Marlon,Midfielder,30,26/02/1990,Brazil,Fortaleza EC,Serie A,4.0,1.0,0,0.0,0.0,0.0,119.0,2.0,80.0,17.0,4.0,1.0,10.0,13.0,19,561,3
836,13445,M. Vásquez,Midfielder,28,20/12/1992,Argentina,Fortaleza EC,Serie A,2.0,2.0,0,0.0,0.0,0.0,46.0,1.0,72.0,8.0,8.0,3.0,14.0,11.0,6,289,3
837,10437,Wellington Paulista,Attacker,38,22/04/1982,Brazil,Fortaleza EC,Serie A,58.0,28.0,13,0.0,3.0,0.0,240.0,19.0,70.0,12.0,15.0,9.0,45.0,56.0,31,2436,28
838,10434,Osvaldo,Attacker,33,11/04/1987,Brazil,Fortaleza EC,Serie A,40.0,16.0,7,0.0,5.0,0.0,317.0,24.0,77.0,28.0,71.0,41.0,21.0,25.0,32,1724,22
839,10438,Romarinho,Attacker,26,01/03/1994,Brazil,Fortaleza EC,Serie A,38.0,13.0,3,0.0,4.0,0.0,478.0,35.0,84.0,18.0,116.0,78.0,64.0,16.0,32,2298,29
840,10431,Ederson,Attacker,31,13/03/1989,Brazil,Fortaleza EC,Serie A,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
841,9727,Matheus Vargas,Attacker,24,18/06/1996,Brazil,Fortaleza EC,Serie A,,,0,,,,,,,,,,,,2,91,1
828,9832,Paulão,Defender,34,25/02/1986,Brazil,Fortaleza EC,Serie A,,,2,,,,,,,,,,,,12,1005,11
808,9940,Felipe Augusto Rodrigues Pires,Attacker,25,18/04/1995,Brazil,Fortaleza EC,Serie A,,,1,,,,,,,,,,,,11,538,5
829,10020,Jackson,Defender,30,01/05/1990,Brazil,Fortaleza EC,Serie A,,,0,,,,,,,,,,,,11,910,11
811,10256,André Luis da Costa Alfredo,Attacker,23,21/04/1997,Brazil,Fortaleza EC,Serie A,,,2,,,,,,,,,,,,24,1388,17
832,10287,Juninho,Midfielder,34,20/03/1986,Brazil,Fortaleza EC,Serie A,,,3,,,,,,,,,,,,32,2713,30
814,10418,Patrick Marcelino,Defender,26,04/03/1994,Brazil,Fortaleza EC,Serie A,,,0,,,,,,,,,,,,0,0,0
842,10421,Nathan Ribeiro,Defender,30,02/06/1990,Brazil,Fortaleza EC,Serie A,,,0,,,,,,,,,,,,5,307,3
817,10435,Welker Marçal de Almeida,Attacker,34,24/09/1986,Brazil,Fortaleza EC,Serie A,,,1,,,,,,,,,,,,24,1164,10
622,10337,Yago,Defender,28,29/08/1992,Brazil,Goias,Serie A,7.0,1.0,0,0.0,0.0,0.0,569.0,13.0,79.0,27.0,31.0,19.0,22.0,26.0,13,1170,13
623,10352,Léo Sena,Midfielder,25,31/12/1995,Brazil,Goias,Serie A,12.0,1.0,0,0.0,2.0,0.0,1117.0,33.0,84.0,54.0,74.0,65.0,138.0,39.0,33,2547,31
624,10347,João Afonso,Midfielder,25,09/02/1995,Brazil,Goias,Serie A,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
625,10340,Marcelo Hermes,Defender,25,01/02/1995,Brazil,Goias,Serie A,5.0,0.0,0,0.0,3.0,0.0,151.0,15.0,75.0,13.0,12.0,7.0,9.0,13.0,12,731,7
626,10369,Ricardo Verza de Souza,Attacker,23,28/04/1997,Brazil,Goias,Serie A,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
627,10344,Rafael Vaz dos Santos,Defender,32,17/09/1988,Brazil,Goias,Serie A,69.0,20.0,5,0.0,1.0,0.0,804.0,16.0,71.0,24.0,11.0,7.0,16.0,12.0,32,2789,30
628,10362,Kayke Moreno de Andrade Rodrigues,Attacker,32,01/04/1988,Brazil,Goias,Serie A,41.0,11.0,6,0.0,2.0,0.0,224.0,12.0,77.0,1.0,14.0,10.0,7.0,15.0,19,1495,18
629,10346,Johnath Marlone Azevedo da Silva,Midfielder,28,02/04/1992,Brazil,Goias,Serie A,11.0,2.0,2,0.0,0.0,0.0,180.0,2.0,84.0,4.0,15.0,12.0,7.0,6.0,16,585,4
630,10358,Renato Vieira Rodrigues,Midfielder,28,31/01/1992,Brazil,Goias,Serie A,10.0,3.0,0,0.0,0.0,0.0,76.0,2.0,79.0,3.0,15.0,7.0,3.0,2.0,9,296,2
631,10336,Geovane Batista de Faria,Defender,31,20/02/1989,Brazil,Goias,Serie A,7.0,1.0,0,0.0,0.0,0.0,316.0,8.0,81.0,15.0,4.0,2.0,4.0,28.0,17,1386,16
632,10360,Giovanny Bariani Marques,Attacker,23,19/09/1997,Brazil,Goias,Serie A,0.0,0.0,0,0.0,0.0,0.0,14.0,2.0,82.0,0.0,3.0,2.0,0.0,2.0,1,22,0
633,64046,Rafael Diniz Alves e Silva,Attacker,28,21/06/1992,Brazil,Goias,Serie A,17.0,5.0,1,0.0,0.0,0.0,83.0,7.0,77.0,3.0,33.0,17.0,9.0,10.0,10,335,3
634,147788,Gabriel Martins Rodrigues,Defender,21,27/12/1999,Brazil,Goias,Serie A,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
635,157991,Filipe Candido da Trindade,Midfielder,21,18/07/1999,Brazil,Goias,Serie A,0.0,0.0,0,0.0,0.0,0.0,8.0,0.0,72.0,0.0,1.0,0.0,0.0,0.0,3,66,0
636,55148,Jean Carlos Guimaraes dos Santos,Midfielder,27,16/02/1993,Brazil,Goias,Serie A,0.0,0.0,0,0.0,0.0,0.0,3.0,0.0,60.0,0.0,0.0,0.0,0.0,1.0,1,20,1
637,10365,Alisson Fabricio dos Santos Taddei,Midfielder,23,10/07/1997,Brazil,Goias,Serie A,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
639,10334,Marcos de Paula Dutra,Goalkeeper,27,17/05/1993,Brazil,Goias,Serie A,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,32,0
641,10339,Daniel Guedes da Silva,Defender,26,02/04/1994,Brazil,Goias,Serie A,4.0,1.0,0,0.0,0.0,0.0,253.0,9.0,80.0,13.0,20.0,16.0,8.0,19.0,15,1217,13
642,10355,Thalles Gabriel Morais dos Reis,Midfielder,22,03/01/1998,Brazil,Goias,Serie A,11.0,3.0,1,0.0,1.0,0.0,246.0,20.0,89.0,9.0,8.0,6.0,11.0,17.0,10,632,6
643,10350,Yago da Silva Rocha,Midfielder,26,22/05/1994,Brazil,Goias,Serie A,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,1534,20
644,80253,Luiz Eduardo da Silva dos Santos,Attacker,24,24/02/1996,Brazil,Goias,Serie A,0.0,0.0,0,0.0,0.0,0.0,15.0,2.0,38.0,2.0,4.0,2.0,0.0,4.0,4,61,0
646,10341,Nilson Evair Loyola Morales,Defender,26,26/10/1994,Peru,Goias,Serie A,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
648,10364,Michael,Attacker,24,12/03/1996,Brazil,Goias,Serie A,72.0,30.0,9,0.0,4.0,0.0,338.0,35.0,69.0,25.0,194.0,114.0,45.0,37.0,35,3033,35
650,10359,L. Barcia,Attacker,28,08/10/1992,Uruguay,Goias,Serie A,36.0,14.0,5,0.0,3.0,0.0,278.0,19.0,65.0,51.0,33.0,12.0,33.0,52.0,35,2793,32
651,10361,Juninho Brandão,Attacker,25,07/01/1995,Brazil,Goias,Serie A,6.0,2.0,0,0.0,0.0,0.0,13.0,2.0,63.0,0.0,2.0,0.0,4.0,5.0,6,136,1
652,10356,Giovanni Augusto,Midfielder,31,05/09/1989,Brazil,Goias,Serie A,13.0,3.0,0,0.0,1.0,0.0,157.0,11.0,76.0,12.0,27.0,21.0,12.0,8.0,12,868,10
653,10338,Kevin,Defender,23,07/09/1997,Brazil,Goias,Serie A,1.0,0.0,0,0.0,0.0,0.0,75.0,3.0,75.0,3.0,3.0,1.0,2.0,1.0,4,250,3
654,10335,Tadeu,Goalkeeper,28,04/02/1992,Brazil,Goias,Serie A,2.0,0.0,0,55.0,0.0,120.0,424.0,2.0,59.0,0.0,0.0,0.0,8.0,0.0,37,3298,37
655,77812,Marcelo Rangel,Goalkeeper,32,17/05/1988,Brazil,Goias,Serie A,0.0,0.0,0,3.0,0.0,7.0,9.0,0.0,75.0,0.0,0.0,0.0,1.0,0.0,1,90,1
656,10333,Matheus,Goalkeeper,26,15/12/1994,Brazil,Goias,Serie A,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
657,10351,David Duarte,Defender,25,24/01/1995,Brazil,Goias,Serie A,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,541,7
658,10342,Iago,Defender,21,16/08/1999,Brazil,Goias,Serie A,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
659,133627,Breno,Defender,20,01/09/2000,Brazil,Goias,Serie A,4.0,1.0,0,0.0,0.0,0.0,101.0,2.0,77.0,4.0,6.0,4.0,3.0,14.0,11,376,3
660,133178,Heron,Defender,20,17/08/2000,Brazil,Goias,Serie A,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
661,10343,Fábio Sanches,Defender,29,06/01/1991,Brazil,Goias,Serie A,11.0,3.0,1,0.0,0.0,0.0,570.0,2.0,81.0,19.0,1.0,0.0,21.0,17.0,25,2250,25
662,80380,Lucão,Defender,24,23/03/1996,Brazil,Goias,Serie A,0.0,0.0,0,0.0,0.0,0.0,26.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,1,90,1
663,10349,Jefferson,Midfielder,23,03/01/1997,Brazil,Goias,Serie A,14.0,4.0,1,0.0,2.0,0.0,663.0,25.0,76.0,34.0,33.0,27.0,26.0,22.0,33,2651,31
664,10353,Gilberto Santos,Midfielder,32,20/10/1988,Brazil,Goias,Serie A,11.0,6.0,1,0.0,0.0,0.0,696.0,7.0,88.0,37.0,31.0,25.0,14.0,29.0,20,1602,18
665,80653,Kaio Nunes,Midfielder,24,11/01/1996,Brazil,Goias,Serie A,6.0,2.0,0,0.0,1.0,0.0,51.0,5.0,62.0,5.0,29.0,16.0,6.0,9.0,13,255,1
666,80277,Rafael Moura,Attacker,37,23/05/1983,Brazil,Goias,Serie A,45.0,14.0,9,0.0,1.0,0.0,220.0,15.0,65.0,11.0,15.0,10.0,25.0,52.0,23,1604,19
667,10367,Vinicius,Attacker,21,07/05/1999,Brazil,Goias,Serie A,2.0,0.0,0,0.0,0.0,0.0,6.0,0.0,56.0,2.0,3.0,2.0,3.0,3.0,5,53,0
668,10366,Miguel Ferreira,Attacker,20,22/04/2000,Brazil,Goias,Serie A,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,100.0,0.0,1.0,1.0,1.0,0.0,1,5,0
621,9896,Papagaio,Attacker,20,04/12/1999,Brazil,Goias,Serie A,,,0,,,,,,,,,,,,4,148,1
645,10196,Alan Luciano Ruschel,Defender,31,23/08/1989,Brazil,Goias,Serie A,,,1,,,,,,,,,,,,9,433,4
640,10302,Paulo Ricardo Ferreira,Defender,26,13/07/1994,Brazil,Goias,Serie A,,,0,,,,,,,,,,,,1,3,0
649,10348,Yago Felipe,Midfielder,25,03/02/1995,Brazil,Goias,Serie A,,,2,,,,,,,,,,,,30,2222,25
647,10363,Márcio Antônio de Sousa Júnior,Attacker,25,08/06/1995,Brazil,Goias,Serie A,,,0,,,,,,,,,,,,3,39,0
638,10368,Brenner Marlos Varanda de Oliveira,Attacker,26,01/03/1994,Brazil,Goias,Serie A,,,0,,,,,,,,,,,,0,0,0
669,10489,Gabriel Rybar Blos,Defender,30,28/02/1989,Brazil,Gremio,Serie A,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
670,10482,Leonardo da Silva Moura,Defender,42,23/10/1978,Brazil,Gremio,Serie A,2.0,0.0,0,0.0,1.0,0.0,914.0,13.0,89.0,18.0,30.0,22.0,12.0,10.0,19,1483,17
671,10505,André,Attacker,30,27/09/1990,Brazil,Gremio,Serie A,25.0,7.0,2,0.0,2.0,0.0,179.0,11.0,79.0,6.0,19.0,16.0,19.0,20.0,17,892,10
672,10478,Phelipe Megiolaro,Goalkeeper,21,08/02/1999,Brazil,Gremio,Serie A,0.0,0.0,0,5.0,0.0,6.0,16.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,2,180,2
673,152858,Jhonata Robert,Attacker,21,26/10/1999,Brazil,Gremio,Serie A,2.0,0.0,0,0.0,0.0,0.0,2.0,0.0,66.0,0.0,1.0,0.0,0.0,1.0,1,7,0
674,10490,Rômulo,Midfielder,30,19/09/1990,Brazil,Gremio,Serie A,8.0,2.0,2,0.0,0.0,0.0,521.0,7.0,91.0,12.0,3.0,3.0,3.0,16.0,14,974,11
676,10496,W. Montoya,Midfielder,27,21/07/1993,Argentina,Gremio,Serie A,3.0,2.0,0,0.0,1.0,0.0,101.0,1.0,87.0,1.0,5.0,0.0,6.0,3.0,3,217,3
677,2414,Éverton,Midfielder,24,22/03/1996,Brazil,Gremio,Serie A,82.0,31.0,11,0.0,5.0,0.0,634.0,29.0,80.0,19.0,152.0,80.0,34.0,17.0,30,2276,23
678,167010,Matheus Henrique Frizzo,Midfielder,22,24/07/1998,Brazil,Gremio,Serie A,1.0,1.0,0,0.0,0.0,0.0,43.0,1.0,89.0,0.0,1.0,0.0,4.0,1.0,1,83,1
680,157147,Felipe Albuquerque Felippi,Defender,21,27/09/1999,Brazil,Gremio,Serie A,0.0,0.0,0,0.0,0.0,0.0,26.0,0.0,74.0,4.0,0.0,0.0,1.0,1.0,1,90,1
