,id,nome,posição,idade,data_nascimento,nacionalidade,time,liga,total_chutes,chutes_no_gol,gols,gols_sofridos,assistências,defesas,total_passes,passes_chaves,%passes_certos,desarmes,dribles_tentados,dribles_realizados,faltas_sofridas,faltas_cometidas,total_jogos,minutos_jogados,jogos_escalados
0,156941,Weverton Almeida,Defender,20,30/06/1999,Brazil,Atletico Paranaense,Serie A,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1,67199,Gabriel Fornari,Defender,19,03/03/2001,Brazil,Atletico Paranaense,Serie A,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2,10150,M. Ruben,Attacker,34,26/10/1986,Argentina,Atletico Paranaense,Serie A,21.0,9.0,4,0.0,1.0,0.0,72.0,5.0,67.0,7.0,7.0,2.0,7.0,19.0,23,1677,19
3,133186,Vinicius Alessandro,Attacker,20,07/01/2000,Brazil,Atletico Paranaense,Serie A,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
4,10113,Caio,Goalkeeper,23,26/01/1997,Brazil,Atletico Paranaense,Serie A,0.0,0.0,0,4.0,0.0,3.0,26.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,3,270,3
5,10115,Robson Bambu,Defender,23,12/11/1997,Brazil,Atletico Paranaense,Serie A,2.0,0.0,0,0.0,0.0,0.0,144.0,1.0,63.0,1.0,3.0,3.0,2.0,6.0,8,599,7
6,1977,Adriano,Defender,36,26/10/1984,Brazil,Atletico Paranaense,Serie A,1.0,0.0,1,0.0,1.0,0.0,116.0,3.0,76.0,7.0,4.0,3.0,3.0,6.0,11,608,7
7,10138,Matheus Rossetto,Midfielder,24,03/06/1996,Brazil,Atletico Paranaense,Serie A,3.0,0.0,0,0.0,0.0,0.0,227.0,4.0,88.0,2.0,3.0,3.0,1.0,6.0,7,549,6
8,10126,Abner Felipe Souza de Almeida,Defender,24,30/05/1996,Brazil,Atletico Paranaense,Serie A,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,50.0,1.0,0.0,0.0,2.0,0.0,4,217,2
9,10109,Léo,Goalkeeper,30,22/09/1990,Brazil,Atletico Paranaense,Serie A,0.0,0.0,0,4.0,0.0,12.0,49.0,0.0,61.0,0.0,0.0,0.0,1.0,0.0,7,630,7
10,10142,Marcelo Cirino,Attacker,28,22/01/1992,Brazil,Atletico Paranaense,Serie A,19.0,8.0,9,0.0,0.0,0.0,116.0,3.0,62.0,7.0,10.0,5.0,11.0,8.0,30,1875,19
11,10117,Mádson,Defender,28,13/01/1992,Brazil,Atletico Paranaense,Serie A,4.0,3.0,5,0.0,1.0,0.0,346.0,12.0,71.0,10.0,12.0,6.0,14.0,9.0,27,2339,26
12,10149,B. Romero,Attacker,29,15/06/1991,Argentina,Atletico Paranaense,Serie A,11.0,2.0,2,0.0,1.0,0.0,98.0,7.0,67.0,8.0,8.0,6.0,9.0,12.0,16,916,10
13,10127,T. Andrade,Midfielder,24,16/11/1996,Argentina,Atletico Paranaense,Serie A,9.0,4.0,0,0.0,1.0,0.0,123.0,11.0,79.0,2.0,12.0,5.0,3.0,7.0,12,478,5
14,10122,Renan Lodi,Defender,22,08/04/1998,Brazil,Atletico Paranaense,Serie A,3.0,3.0,0,0.0,0.0,0.0,116.0,2.0,88.0,2.0,2.0,2.0,5.0,8.0,3,262,3
15,10135,Bruno Guimarães,Midfielder,23,16/11/1997,Brazil,Atletico Paranaense,Serie A,10.0,2.0,2,0.0,0.0,0.0,532.0,21.0,81.0,10.0,21.0,20.0,33.0,20.0,25,1964,23
16,10110,Gabriel José Ferreira Mesquita,Goalkeeper,22,14/09/1998,Brazil,Atletico Paranaense,Serie A,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
19,67200,Geovane Silva Santos,Midfielder,21,22/02/1999,Brazil,Atletico Paranaense,Serie A,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
20,10141,Gabriel Buscariol Poveda,Attacker,22,07/07/1998,Brazil,Atletico Paranaense,Serie A,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
22,10146,Jáderson Flores dos Reis,Attacker,20,12/08/2000,Brazil,Atletico Paranaense,Serie A,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
23,10124,Léo Pereira,Defender,24,31/01/1996,Brazil,Atletico Paranaense,Serie A,8.0,4.0,2,0.0,0.0,0.0,657.0,3.0,71.0,10.0,3.0,2.0,3.0,25.0,29,2582,29
24,10143,Rony,Attacker,25,11/05/1995,Brazil,Atletico Paranaense,Serie A,34.0,9.0,6,0.0,4.0,0.0,162.0,23.0,63.0,7.0,39.0,24.0,26.0,24.0,30,2449,28
25,10112,Santos,Goalkeeper,30,17/03/1990,Brazil,Atletico Paranaense,Serie A,0.0,0.0,0,11.0,0.0,37.0,271.0,0.0,64.0,0.0,1.0,1.0,4.0,1.0,28,2520,28
26,80173,Anderson,Goalkeeper,22,05/03/1998,Brazil,Atletico Paranaense,Serie A,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
27,10123,Jonathan,Defender,34,27/02/1986,Brazil,Atletico Paranaense,Serie A,1.0,1.0,1,0.0,0.0,0.0,142.0,6.0,80.0,1.0,3.0,2.0,2.0,4.0,7,499,6
28,10119,Márcio Azevedo,Defender,34,02/05/1986,Brazil,Atletico Paranaense,Serie A,1.0,0.0,1,0.0,2.0,0.0,329.0,16.0,78.0,3.0,19.0,10.0,9.0,14.0,26,1867,20
29,10125,Khellven,Defender,19,25/02/2001,Brazil,Atletico Paranaense,Serie A,0.0,0.0,0,0.0,0.0,0.0,25.0,0.0,92.0,2.0,0.0,0.0,0.0,1.0,5,405,4
32,180961,Luan Patrick,Defender,18,20/01/2002,Brazil,Atletico Paranaense,Serie A,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
33,10120,Lucas Halter,Defender,20,02/05/2000,Brazil,Atletico Paranaense,Serie A,3.0,1.0,0,0.0,0.0,0.0,227.0,0.0,68.0,2.0,2.0,2.0,0.0,6.0,9,671,7
35,10121,Thiago Heleno,Defender,32,17/09/1988,Brazil,Atletico Paranaense,Serie A,4.0,2.0,1,0.0,0.0,0.0,355.0,0.0,85.0,3.0,0.0,0.0,5.0,11.0,16,1420,16
36,143640,Kawan,Defender,18,06/03/2002,Brazil,Atletico Paranaense,Serie A,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
37,10134,L. González,Midfielder,39,19/01/1981,Argentina,Atletico Paranaense,Serie A,7.0,3.0,1,0.0,0.0,0.0,129.0,7.0,68.0,2.0,2.0,2.0,4.0,13.0,17,821,10
38,10128,Wellington,Midfielder,29,28/01/1991,Brazil,Atletico Paranaense,Serie A,5.0,3.0,0,0.0,0.0,0.0,529.0,6.0,75.0,3.0,7.0,7.0,5.0,24.0,29,2416,28
39,10133,Nikão,Midfielder,28,29/07/1992,Brazil,Atletico Paranaense,Serie A,23.0,13.0,5,0.0,2.0,0.0,230.0,15.0,64.0,8.0,19.0,13.0,11.0,8.0,23,1705,20
40,10129,Léo Cittadini,Midfielder,26,27/02/1994,Brazil,Atletico Paranaense,Serie A,20.0,9.0,4,0.0,1.0,0.0,246.0,11.0,72.0,11.0,8.0,7.0,16.0,8.0,21,1325,16
41,10130,Erick,Midfielder,23,14/11/1997,Brazil,Atletico Paranaense,Serie A,7.0,2.0,1,0.0,0.0,0.0,112.0,4.0,60.0,8.0,7.0,7.0,2.0,5.0,14,759,7
42,10147,Vitinho,Attacker,21,01/04/1999,Brazil,Atletico Paranaense,Serie A,6.0,4.0,2,0.0,0.0,0.0,58.0,3.0,58.0,3.0,6.0,3.0,1.0,7.0,16,696,6
43,10131,Camacho,Midfielder,30,02/03/1990,Brazil,Atletico Paranaense,Serie A,0.0,0.0,0,0.0,1.0,0.0,102.0,2.0,85.0,6.0,1.0,1.0,2.0,6.0,11,696,8
46,10144,Bruno Nazário,Attacker,25,09/02/1995,Brazil,Atletico Paranaense,Serie A,2.0,0.0,0,0.0,0.0,0.0,52.0,3.0,83.0,8.0,3.0,1.0,3.0,3.0,14,659,6
21,9406,Pedrinho,Attacker,21,10/11/1999,Brazil,Atletico Paranaense,Serie A,,,0,,,,,,,,,,,,6,126,1
17,9561,José Wálber de Mota de Amorim,Defender,23,12/06/1997,Brazil,Atletico Paranaense,Serie A,,,0,,,,,,,,,,,,0,0,0
30,9700,Abner,Defender,20,27/05/2000,Brazil,Atletico Paranaense,Serie A,,,0,,,,,,,,,,,,8,545,6
44,9961,Everton Felipe,Midfielder,23,28/07/1997,Brazil,Atletico Paranaense,Serie A,,,0,,,,,,,,,,,,5,175,2
31,10114,José Ivaldo,Defender,23,21/02/1997,Brazil,Atletico Paranaense,Serie A,,,0,,,,,,,,,,,,0,0,0
18,10140,Demethryus Maciel Areias Nascimento,Attacker,21,05/04/1999,Brazil,Atletico Paranaense,Serie A,,,0,,,,,,,,,,,,0,0,0
34,10235,Pedro Henrique,Defender,25,02/10/1995,Brazil,Atletico Paranaense,Serie A,,,0,,,,,,,,,,,,13,1143,13
45,10493,Thonny Anderson,Midfielder,23,27/12/1997,Brazil,Atletico Paranaense,Serie A,,,3,,,,,,,,,,,,23,1375,16
98,9864,Matheus Stockl,Defender,19,14/03/2000,Brazil,Atletico-MG,Serie A,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
99,9877,Gabriel Alves da Cunha Borges,Midfielder,19,31/05/2000,Brazil,Atletico-MG,Serie A,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
100,9885,Neto,Midfielder,17,11/09/2002,Brazil,Atletico-MG,Serie A,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
101,143366,Talison,Defender,20,02/06/2000,Brazil,Atletico-MG,Serie A,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
102,9866,Leonardo Silva,Defender,41,22/06/1979,Brazil,Atletico-MG,Serie A,11.0,3.0,1,0.0,0.0,0.0,439.0,6.0,75.0,15.0,3.0,3.0,13.0,18.0,18,1327,14
104,9900,Maicon,Attacker,30,18/02/1990,Brazil,Atletico-MG,Serie A,7.0,2.0,0,0.0,2.0,0.0,112.0,11.0,73.0,7.0,6.0,2.0,8.0,10.0,10,349,1
105,9892,Adílson Warken,Midfielder,32,16/01/1987,Brazil,Atletico-MG,Serie A,2.0,1.0,1,0.0,0.0,0.0,193.0,1.0,93.0,3.0,1.0,1.0,2.0,0.0,5,363,4
107,2492,Y. Chará,Midfielder,29,02/04/1991,Colombia,Atletico-MG,Serie A,28.0,9.0,3,0.0,1.0,0.0,442.0,17.0,85.0,6.0,33.0,22.0,15.0,5.0,18,1359,17
108,9860,Michael Matias Fracaro,Goalkeeper,25,08/04/1995,Brazil,Atletico-MG,Serie A,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
109,9870,Carlos Gabriel Moreira de Oliveira,Defender,21,30/04/1999,Brazil,Atletico-MG,Serie A,0.0,0.0,0,0.0,0.0,0.0,30.0,0.0,52.0,3.0,1.0,1.0,0.0,2.0,2,93,1
110,9869,Matheus Mancini,Defender,26,14/09/1994,Brazil,Atletico-MG,Serie A,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
111,9899,Luan Madson Gedeão de Paiva,Midfielder,30,11/08/1990,Brazil,Atletico-MG,Serie A,42.0,11.0,4,0.0,1.0,0.0,785.0,30.0,80.0,53.0,59.0,31.0,44.0,52.0,28,2092,24
113,9891,Miguel David Terans Pérez,Midfielder,26,11/08/1994,Uruguay,Atletico-MG,Serie A,4.0,1.0,0,0.0,0.0,0.0,29.0,2.0,62.0,1.0,2.0,2.0,1.0,0.0,4,142,1
114,47552,F. Di Santo,Attacker,31,07/04/1989,Argentina,Atletico-MG,Serie A,29.0,11.0,3,0.0,1.0,0.0,172.0,20.0,67.0,5.0,12.0,6.0,18.0,35.0,21,1455,16
115,180868,Leonardo Barbosa Griggio,Midfielder,21,19/02/1999,Brazil,Atletico-MG,Serie A,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
116,160255,Guilherme Castilho Carvalho,Midfielder,21,19/09/1999,Brazil,Atletico-MG,Serie A,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
117,133182,Vitor Mendes Alves,Defender,21,13/02/1999,Brazil,Atletico-MG,Serie A,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
118,44765,Bruno Michel Santana,Midfielder,21,01/06/1999,Brazil,Atletico-MG,Serie A,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
120,9859,Victor,Goalkeeper,37,21/01/1983,Brazil,Atletico-MG,Serie A,0.0,0.0,0,10.0,0.0,27.0,93.0,0.0,50.0,1.0,1.0,1.0,0.0,0.0,10,900,10
121,9874,Guga,Defender,22,29/08/1998,Brazil,Atletico-MG,Serie A,3.0,1.0,0,0.0,4.0,0.0,533.0,21.0,79.0,32.0,12.0,6.0,9.0,11.0,18,1551,18
122,9863,Réver,Defender,35,01/01/1985,Brazil,Atletico-MG,Serie A,19.0,4.0,1,0.0,1.0,0.0,832.0,10.0,80.0,26.0,16.0,14.0,15.0,12.0,28,2431,28
123,9872,Igor Rabello,Defender,25,28/04/1995,Brazil,Atletico-MG,Serie A,9.0,2.0,0,0.0,1.0,0.0,831.0,4.0,82.0,26.0,9.0,7.0,16.0,32.0,33,2922,33
124,9890,Jair,Midfielder,26,26/08/1994,Brazil,Atletico-MG,Serie A,9.0,3.0,2,0.0,0.0,0.0,433.0,7.0,89.0,24.0,17.0,14.0,27.0,20.0,13,822,10
125,9883,Nathan,Midfielder,24,13/03/1996,Brazil,Atletico-MG,Serie A,22.0,9.0,4,0.0,0.0,0.0,467.0,9.0,83.0,19.0,14.0,10.0,9.0,23.0,20,1138,12
126,9881,Marquinhos,Midfielder,21,24/10/1999,Brazil,Atletico-MG,Serie A,15.0,7.0,1,0.0,3.0,0.0,137.0,11.0,79.0,12.0,24.0,16.0,10.0,9.0,12,668,7
127,9861,Fernando Rodrigues Caixeta Barbosa,Goalkeeper,23,01/08/1997,Brazil,Atletico-MG,Serie A,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
128,51597,Lucas Camilo Hernández Perdomo,Defender,28,05/08/1992,Uruguay,Atletico-MG,Serie A,2.0,1.0,0,0.0,0.0,0.0,149.0,3.0,79.0,0.0,6.0,3.0,5.0,5.0,5,447,5
129,9888,Elias,Midfielder,35,16/05/1985,Brazil,Atletico-MG,Serie A,20.0,6.0,1,0.0,1.0,0.0,827.0,15.0,87.0,26.0,11.0,6.0,14.0,25.0,25,2025,25
130,9901,Geuvânio,Attacker,28,05/04/1992,Brazil,Atletico-MG,Serie A,21.0,8.0,0,0.0,1.0,0.0,290.0,16.0,78.0,11.0,37.0,24.0,21.0,19.0,25,993,9
131,9865,Patric,Defender,31,25/03/1989,Brazil,Atletico-MG,Serie A,26.0,6.0,1,0.0,2.0,0.0,691.0,22.0,75.0,29.0,33.0,22.0,7.0,24.0,24,2048,23
132,9868,Iago Maidana,Defender,24,06/02/1996,Brazil,Atletico-MG,Serie A,5.0,1.0,1,0.0,0.0,0.0,157.0,1.0,82.0,6.0,1.0,1.0,3.0,6.0,7,630,7
133,9889,Bruninho,Midfielder,20,27/04/2000,Brazil,Atletico-MG,Serie A,22.0,10.0,2,0.0,0.0,0.0,163.0,3.0,82.0,2.0,25.0,17.0,7.0,9.0,13,398,3
134,9876,Fábio Santos,Defender,35,16/09/1985,Brazil,Atletico-MG,Serie A,13.0,7.0,4,0.0,1.0,0.0,894.0,20.0,83.0,13.0,16.0,7.0,14.0,28.0,30,2679,29
135,9880,J. Cazares,Midfielder,28,03/04/1992,Ecuador,Atletico-MG,Serie A,57.0,20.0,6,0.0,1.0,0.0,707.0,59.0,81.0,15.0,43.0,26.0,10.0,23.0,26,1760,22
136,44494,R. Otero,Midfielder,28,09/11/1992,Venezuela,Atletico-MG,Serie A,58.0,20.0,3,0.0,1.0,0.0,261.0,24.0,80.0,21.0,85.0,54.0,44.0,28.0,20,1272,14
137,9886,Vinícius Goes,Midfielder,29,15/04/1991,Brazil,Atletico-MG,Serie A,35.0,15.0,2,0.0,2.0,0.0,533.0,29.0,86.0,7.0,20.0,11.0,17.0,6.0,24,1232,13
138,9862,Cleiton,Goalkeeper,23,19/08/1997,Brazil,Atletico-MG,Serie A,0.0,0.0,0,25.0,0.0,75.0,255.0,0.0,55.0,0.0,1.0,1.0,7.0,0.0,25,2250,25
139,9895,Leandrinho,Attacker,22,11/10/1998,Brazil,Atletico-MG,Serie A,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
140,9893,Alerrandro,Attacker,20,12/01/2000,Brazil,Atletico-MG,Serie A,14.0,6.0,2,0.0,1.0,0.0,61.0,4.0,86.0,2.0,3.0,2.0,4.0,1.0,10,557,6
142,70593,R. Martínez,Midfielder,24,04/01/1996,Paraguay,Atletico-MG,Serie A,2.0,1.0,0,0.0,0.0,0.0,217.0,2.0,83.0,7.0,4.0,3.0,3.0,6.0,11,659,8
143,9894,Ricardo Oliveira,Attacker,40,06/05/1980,Brazil,Atletico-MG,Serie A,34.0,11.0,2,0.0,2.0,0.0,166.0,13.0,73.0,3.0,13.0,9.0,15.0,14.0,21,1162,15
144,9882,José Welison,Midfielder,25,11/03/1995,Brazil,Atletico-MG,Serie A,16.0,1.0,0,0.0,0.0,0.0,454.0,5.0,70.0,18.0,16.0,15.0,11.0,22.0,18,1332,14
141,9336,Wilson,Goalkeeper,36,31/01/1984,Brazil,Atletico-MG,Serie A,,,0,,,,,,,,,,,,3,270,3
119,9879,Lucas Cândido Silva,Midfielder,27,25/12/1993,Brazil,Atletico-MG,Serie A,,,0,,,,,,,,,,,,0,0,0
106,9884,Daniel dos Santos Penha,Attacker,22,17/10/1998,Brazil,Atletico-MG,Serie A,,,0,,,,,,,,,,,,0,0,0
103,9896,Papagaio,Attacker,20,04/12/1999,Brazil,Atletico-MG,Serie A,,,0,,,,,,,,,,,,5,125,1
112,10037,Clayton da Silveira da Silva,Attacker,25,23/10/1995,Brazil,Atletico-MG,Serie A,,,0,,,,,,,,,,,,0,0,0
145,77652,Marquinhos,Midfielder,38,29/09/1981,Brazil,Avai,Serie A,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
147,10535,Márcio Rodrigues Velasco,Midfielder,21,22/05/1999,Brazil,Avai,Serie A,0.0,0.0,0,0.0,0.0,0.0,19.0,0.0,43.0,5.0,0.0,0.0,0.0,0.0,3,77,1
148,10536,Wesley Soares Xavier,Midfielder,22,06/03/1998,Brazil,Avai,Serie A,3.0,0.0,0,0.0,0.0,0.0,169.0,3.0,69.0,6.0,3.0,0.0,3.0,7.0,10,516,7
150,10539,Jones Carioca,Attacker,31,14/10/1988,Brazil,Avai,Serie A,1.0,0.0,0,0.0,0.0,0.0,26.0,3.0,79.0,3.0,11.0,7.0,0.0,1.0,3,55,0
151,10517,Marcos Roberto da Silva Barbosa,Defender,38,21/10/1982,Brazil,Avai,Serie A,10.0,0.0,0,0.0,0.0,0.0,371.0,0.0,78.0,16.0,4.0,4.0,9.0,16.0,19,1624,18
153,10528,Lucas de Oliveira Teodoro Falcão,Midfielder,22,14/04/1998,Brazil,Avai,Serie A,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
154,10542,Gabriel Farias de Lima,Attacker,24,27/10/1996,Brazil,Avai,Serie A,2.0,0.0,0,0.0,0.0,0.0,33.0,3.0,73.0,5.0,6.0,3.0,7.0,3.0,6,195,0
155,10523,Ricardo Thalheimer,Defender,28,29/12/1992,Brazil,Avai,Serie A,9.0,1.0,0,0.0,0.0,0.0,647.0,6.0,78.0,22.0,7.0,6.0,4.0,20.0,21,1735,20
156,10508,Vladimir,Goalkeeper,31,16/07/1989,Brazil,Avai,Serie A,1.0,0.0,0,51.0,0.0,113.0,467.0,0.0,66.0,0.0,0.0,0.0,2.0,0.0,34,3016,34
157,70796,Richard Darío Franco Escobar,Midfielder,28,16/07/1992,Paraguay,Avai,Serie A,36.0,6.0,1,0.0,1.0,0.0,598.0,14.0,71.0,48.0,55.0,36.0,39.0,63.0,27,2285,26
158,10538,Feliciano Brizuela Baez,Attacker,24,17/07/1996,Paraguay,Avai,Serie A,2.0,1.0,1,0.0,0.0,0.0,27.0,0.0,65.0,3.0,3.0,1.0,2.0,1.0,4,169,1
159,10509,Lucas Henrique Frigeri,Goalkeeper,31,15/06/1989,Brazil,Avai,Serie A,0.0,0.0,0,4.0,0.0,1.0,30.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,4,360,4
160,10511,Gledson Ribeiro dos Santos,Goalkeeper,37,06/02/1983,Brazil,Avai,Serie A,0.0,0.0,0,6.0,0.0,1.0,6.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,1,44,0
161,10513,Ebert Willian Amancio,Defender,37,11/11/1983,Brazil,Avai,Serie A,4.0,1.0,0,0.0,0.0,0.0,951.0,7.0,79.0,24.0,16.0,13.0,29.0,18.0,28,2493,28
162,66899,José Marcos Alves Luis,Defender,22,01/02/1998,Brazil,Avai,Serie A,0.0,0.0,0,0.0,0.0,0.0,67.0,0.0,86.0,1.0,0.0,0.0,0.0,3.0,3,209,3
163,10518,Iury de Oliveira Nascimento,Defender,28,20/08/1992,Brazil,Avai,Serie A,3.0,0.0,0,0.0,1.0,0.0,220.0,9.0,77.0,10.0,9.0,5.0,10.0,13.0,10,721,9
164,10526,Pedro Henrique de Castro Silva,Midfielder,27,05/02/1993,Brazil,Avai,Serie A,33.0,8.0,1,0.0,0.0,0.0,845.0,15.0,82.0,31.0,12.0,8.0,26.0,23.0,27,2312,27
165,178900,Ramon dos Santos Pereira,Midfielder,21,19/05/1999,Brazil,Avai,Serie A,0.0,0.0,0,0.0,0.0,0.0,52.0,0.0,80.0,6.0,2.0,0.0,1.0,0.0,3,270,3
166,140452,Jonathan Luiz Moreira Rosa Junior,Attacker,21,28/04/1999,Brazil,Avai,Serie A,25.0,8.0,3,0.0,0.0,0.0,189.0,13.0,75.0,9.0,32.0,15.0,23.0,23.0,16,1171,13
167,10545,Getúlio Wandelly Silva Timoteo,Attacker,23,10/06/1997,Brazil,Avai,Serie A,8.0,1.0,0,0.0,0.0,0.0,44.0,7.0,79.0,6.0,6.0,1.0,9.0,6.0,8,489,6
169,10519,Igor  Fernandes da Silva Araújo,Defender,28,06/06/1992,Brazil,Avai,Serie A,16.0,3.0,0,0.0,0.0,0.0,758.0,24.0,82.0,24.0,45.0,31.0,21.0,26.0,28,2432,28
170,14487,Bruno Sávio da Silva,Attacker,26,01/08/1994,Brazil,Avai,Serie A,4.0,1.0,0,0.0,0.0,0.0,34.0,3.0,61.0,1.0,5.0,4.0,1.0,3.0,5,213,3
171,10522,Paulo Oliveira de Souza Junior,Defender,32,05/05/1988,Brazil,Avai,Serie A,2.0,0.0,0,0.0,0.0,0.0,148.0,11.0,79.0,4.0,8.0,6.0,11.0,7.0,6,511,6
172,10532,Luan Martins Pereira,Midfielder,20,21/04/2000,Brazil,Avai,Serie A,10.0,2.0,0,0.0,1.0,0.0,192.0,6.0,79.0,11.0,9.0,8.0,16.0,12.0,17,593,4
174,10525,João Paulo da Silva Alves,Midfielder,30,04/06/1990,Brazil,Avai,Serie A,39.0,11.0,5,0.0,0.0,0.0,778.0,41.0,81.0,35.0,66.0,50.0,39.0,41.0,28,2086,22
175,10541,Daniel Amorim Dias da Silva,Attacker,31,15/09/1989,Brazil,Avai,Serie A,10.0,3.0,1,0.0,0.0,0.0,44.0,2.0,71.0,0.0,3.0,3.0,9.0,3.0,9,335,2
176,10543,Matheus Matias Ferreira,Attacker,22,26/06/1998,Brazil,Avai,Serie A,2.0,0.0,0,0.0,0.0,0.0,9.0,0.0,66.0,0.0,1.0,1.0,1.0,3.0,2,64,1
177,10521,Luanderson Johnala  Marques da Silva,Defender,31,07/06/1989,Brazil,Avai,Serie A,3.0,1.0,0,0.0,0.0,0.0,373.0,2.0,86.0,22.0,13.0,10.0,24.0,13.0,12,948,12
178,80312,Leonardo Moreira Morais,Defender,29,03/10/1991,Brazil,Avai,Serie A,10.0,0.0,0,0.0,1.0,0.0,354.0,11.0,75.0,22.0,55.0,29.0,19.0,32.0,18,1401,15
179,10515,Acácio Nuno Boing,Defender,22,18/05/1998,Brazil,Avai,Serie A,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
180,10531,Geirton Marques Aires,Midfielder,26,28/01/1994,Brazil,Avai,Serie A,11.0,4.0,1,0.0,0.0,0.0,134.0,5.0,82.0,11.0,5.0,1.0,5.0,11.0,11,512,6
181,10516,Alex da Silva,Defender,26,15/05/1994,Brazil,Avai,Serie A,2.0,1.0,0,0.0,0.0,0.0,23.0,1.0,69.0,0.0,3.0,1.0,3.0,3.0,1,90,1
182,10530,Júlio Cesar Godinho Catolé,Midfielder,34,05/08/1986,Brazil,Avai,Serie A,9.0,4.0,0,0.0,0.0,0.0,122.0,5.0,72.0,8.0,11.0,8.0,2.0,6.0,9,525,6
183,10544,João Paulo Ferreira Lourenço,Attacker,23,07/09/1997,Brazil,Avai,Serie A,32.0,13.0,1,0.0,2.0,0.0,447.0,22.0,71.0,22.0,50.0,33.0,27.0,22.0,27,2116,25
184,54065,Igor Leandro Goularte do Nascimento,Attacker,24,08/07/1996,Brazil,Avai,Serie A,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,271,3
185,10529,Douglas dos Santos,Midfielder,38,18/02/1982,Brazil,Avai,Serie A,7.0,1.0,0,0.0,1.0,0.0,231.0,12.0,75.0,2.0,7.0,6.0,7.0,1.0,12,499,4
186,10534,J. Mosquera,Midfielder,29,17/02/1991,Colombia,Avai,Serie A,4.0,0.0,0,0.0,0.0,0.0,243.0,2.0,85.0,8.0,2.0,1.0,13.0,8.0,11,460,4
187,10514,Matheus Barbosa Teixeira,Defender,26,18/08/1994,Brazil,Avai,Serie A,14.0,3.0,0,0.0,0.0,0.0,287.0,10.0,76.0,17.0,5.0,4.0,10.0,13.0,18,1082,14
188,10520,Eduardo Kunde,Defender,23,17/09/1997,Brazil,Avai,Serie A,1.0,0.0,0,0.0,0.0,0.0,336.0,0.0,76.0,11.0,2.0,1.0,8.0,10.0,12,1018,12
