,id,nome,posição,idade,data_nascimento,nacionalidade,time,liga,total_chutes,chutes_no_gol,gols,gols_sofridos,assistências,defesas,total_passes,passes_chaves,%passes_certos,desarmes,dribles_tentados,dribles_realizados,faltas_sofridas,faltas_cometidas,total_jogos,minutos_jogados,jogos_escalados
474,80685,Cristhyan,Midfielder,20,21/05/2000,Brazil,Atletico Goianiense,Serie A,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
475,208789,Eduardo,Midfielder,19,10/01/2001,Brazil,Atletico Goianiense,Serie A,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
476,9323,Ricardo,Midfielder,19,30/11/2001,Brazil,Atletico Goianiense,Serie A,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
477,9696,Edson Felipe da Cruz,Defender,29,01/07/1991,Brazil,Atletico Goianiense,Serie A,11.0,4.0,1,0.0,1.0,0.0,518.0,6.0,52.0,32.0,9.0,9.0,34.0,30.0,14,1260,14
478,9724,Júlio César Czarnerski,Attacker,26,12/08/1994,Brazil,Atletico Goianiense,Serie A,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
479,2404,Henry Vaca Urquisa,Midfielder,22,27/01/1998,Bolivia,Atletico Goianiense,Serie A,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1,0,0
480,237703,Luiz Henrique dos Santos Júnior,Defender,22,17/01/1998,Brazil,Atletico Goianiense,Serie A,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
484,9306,Lucas Pereira Ribeiro de Souza,Goalkeeper,22,21/06/1998,Brazil,Atletico Goianiense,Serie A,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
487,197350,Gabriel Bernard,Goalkeeper,20,08/08/2000,Brazil,Atletico Goianiense,Serie A,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
488,9942,Jean,Goalkeeper,25,26/10/1995,Brazil,Atletico Goianiense,Serie A,2.0,2.0,1,22.0,0.0,55.0,657.0,0.0,38.0,1.0,1.0,0.0,7.0,1.0,20,1800,20
489,9304,Kozlinski,Goalkeeper,29,18/06/1991,Brazil,Atletico Goianiense,Serie A,0.0,0.0,0,3.0,0.0,6.0,39.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,1,90,1
490,195453,Leonardo,Goalkeeper,23,23/02/1997,Brazil,Atletico Goianiense,Serie A,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
491,197351,Danilo Alves,Defender,19,04/08/2001,Brazil,Atletico Goianiense,Serie A,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
493,153598,Michel Custódio,Defender,19,06/01/2001,Brazil,Atletico Goianiense,Serie A,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
494,9308,Oliveira,Defender,24,02/02/1996,Brazil,Atletico Goianiense,Serie A,2.0,2.0,2,0.0,0.0,0.0,256.0,2.0,28.0,3.0,3.0,3.0,7.0,8.0,10,579,6
495,10225,João Victor,Defender,22,17/07/1998,Brazil,Atletico Goianiense,Serie A,1.0,0.0,0,0.0,1.0,0.0,564.0,4.0,42.0,16.0,12.0,8.0,10.0,12.0,14,1131,13
497,238532,Odair Marciano,Defender,18,20/03/2002,Brazil,Atletico Goianiense,Serie A,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
498,10118,Eder,Defender,25,05/04/1995,Brazil,Atletico Goianiense,Serie A,4.0,1.0,0,0.0,0.0,0.0,741.0,4.0,50.0,10.0,3.0,3.0,11.0,20.0,18,1607,18
499,10381,Dudu,Defender,23,30/05/1997,Brazil,Atletico Goianiense,Serie A,7.0,2.0,0,0.0,0.0,0.0,550.0,14.0,35.0,40.0,19.0,9.0,21.0,23.0,20,1547,18
500,9314,Luan,Defender,19,23/05/2001,Brazil,Atletico Goianiense,Serie A,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
501,9315,Gilvan,Defender,31,10/11/1989,Brazil,Atletico Goianiense,Serie A,4.0,3.0,1,0.0,0.0,0.0,336.0,0.0,42.0,10.0,2.0,1.0,6.0,20.0,13,880,10
502,9316,Nicolas Vichiatto,Defender,23,24/02/1997,Brazil,Atletico Goianiense,Serie A,17.0,5.0,0,0.0,3.0,0.0,585.0,24.0,37.0,19.0,16.0,8.0,10.0,19.0,19,1566,18
503,9460,Baralhas,Midfielder,22,10/10/1998,Brazil,Atletico Goianiense,Serie A,1.0,0.0,0,0.0,0.0,0.0,34.0,0.0,29.0,4.0,0.0,0.0,0.0,1.0,1,60,1
504,9317,Matheuzinho,Midfielder,27,21/02/1993,Brazil,Atletico Goianiense,Serie A,15.0,6.0,1,0.0,1.0,0.0,135.0,12.0,16.0,10.0,13.0,8.0,10.0,6.0,17,481,3
505,9961,Everton Felipe,Midfielder,23,28/07/1997,Brazil,Atletico Goianiense,Serie A,8.0,4.0,0,0.0,1.0,0.0,165.0,6.0,29.0,6.0,24.0,16.0,17.0,4.0,13,573,5
506,10066,Gustavo Ferrareis,Midfielder,24,02/01/1996,Brazil,Atletico Goianiense,Serie A,21.0,7.0,2,0.0,2.0,0.0,403.0,21.0,31.0,11.0,29.0,15.0,43.0,31.0,19,1287,18
507,10568,Willian Maranhão,Midfielder,25,14/12/1995,Brazil,Atletico Goianiense,Serie A,5.0,1.0,0,0.0,0.0,0.0,133.0,2.0,28.0,3.0,2.0,1.0,5.0,9.0,9,462,6
508,9218,Marlon Freitas,Midfielder,25,27/03/1995,Brazil,Atletico Goianiense,Serie A,22.0,8.0,0,0.0,0.0,0.0,680.0,18.0,48.0,19.0,12.0,7.0,16.0,23.0,18,1546,18
509,157150,Wellington Rato,Midfielder,28,18/06/1992,Brazil,Atletico Goianiense,Serie A,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,63,0
511,208790,Vitor,Attacker,19,19/01/2001,Brazil,Atletico Goianiense,Serie A,1.0,1.0,0,0.0,0.0,0.0,4.0,0.0,100.0,0.0,1.0,1.0,0.0,1.0,1,16,0
512,10361,Juninho Brandão,Attacker,25,07/01/1995,Brazil,Atletico Goianiense,Serie A,5.0,2.0,0,0.0,0.0,0.0,22.0,2.0,22.0,4.0,1.0,0.0,0.0,7.0,9,125,0
513,9582,Hyuri,Attacker,29,26/09/1991,Brazil,Atletico Goianiense,Serie A,15.0,6.0,2,0.0,0.0,0.0,107.0,5.0,29.0,6.0,9.0,4.0,4.0,16.0,16,722,8
514,9727,Matheus Vargas,Attacker,24,18/06/1996,Brazil,Atletico Goianiense,Serie A,14.0,3.0,0,0.0,1.0,0.0,225.0,16.0,30.0,7.0,13.0,9.0,21.0,17.0,16,587,4
515,9320,Edson Junior,Attacker,25,20/03/1995,Brazil,Atletico Goianiense,Serie A,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
516,80474,Chico,Attacker,29,16/05/1991,Brazil,Atletico Goianiense,Serie A,17.0,7.0,1,0.0,2.0,0.0,411.0,27.0,29.0,15.0,22.0,8.0,37.0,24.0,19,1287,15
492,1065,Natanael Pimienta,Defender,30,25/12/1990,Brazil,Atletico Goianiense,Serie A,,,0,,,,,,,,,,,,9,343,3
481,9307,Moacir Costa da Silva,Defender,34,14/02/1986,Brazil,Atletico Goianiense,Serie A,,,0,,,,,,,,,,,,4,115,1
482,9313,Reginaldo Lopes de Jesus,Defender,27,22/02/1993,Brazil,Atletico Goianiense,Serie A,,,0,,,,,,,,,,,,0,0,0
485,9325,Jorginho,Attacker,29,05/01/1991,Brazil,Atletico Goianiense,Serie A,,,2,,,,,,,,,,,,5,379,5
510,9686,Ze Roberto,Attacker,27,14/09/1993,Brazil,Atletico Goianiense,Serie A,,,2,,,,,,,,,,,,10,622,8
496,9701,Arnaldo,Defender,28,15/04/1992,Brazil,Atletico Goianiense,Serie A,,,0,,,,,,,,,,,,4,37,0
486,9726,Renato Kayzer,Attacker,24,17/02/1996,Brazil,Atletico Goianiense,Serie A,,,3,,,,,,,,,,,,5,437,5
517,10260,Janderson,Attacker,21,26/02/1999,Brazil,Atletico Goianiense,Serie A,,,1,,,,,,,,,,,,15,998,13
483,167010,Matheus Henrique Frizzo,Midfielder,22,24/07/1998,Brazil,Atletico Goianiense,Serie A,,,0,,,,,,,,,,,,4,79,0
858,195114,J. Cuero,Defender,19,21/05/2001,Ecuador,Atletico Paranaense,Serie A,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
859,67199,Gabriel Fornari,Defender,19,03/03/2001,Brazil,Atletico Paranaense,Serie A,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
860,107336,Wesley,Defender,20,05/03/2000,Brazil,Atletico Paranaense,Serie A,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
861,195115,Raimar,Defender,18,27/05/2002,Brazil,Atletico Paranaense,Serie A,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
862,195117,Pedro do Rio,Midfielder,20,21/11/2000,Brazil,Atletico Paranaense,Serie A,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
863,223253,Pierre,Midfielder,18,12/03/2002,Brazil,Atletico Paranaense,Serie A,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
864,208311,Paulo Victor,Attacker,19,21/03/2001,Brazil,Atletico Paranaense,Serie A,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
865,10145,Luiz Fernando,Attacker,21,11/07/1999,Brazil,Atletico Paranaense,Serie A,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
866,133186,Vinicius Alessandro,Attacker,20,07/01/2000,Brazil,Atletico Paranaense,Serie A,5.0,1.0,0,0.0,0.0,0.0,27.0,0.0,72.0,3.0,0.0,0.0,4.0,2.0,6,294,4
867,10113,Caio,Goalkeeper,23,26/01/1997,Brazil,Atletico Paranaense,Serie A,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
868,1977,Adriano,Defender,36,26/10/1984,Brazil,Atletico Paranaense,Serie A,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
871,10112,Santos,Goalkeeper,30,17/03/1990,Brazil,Atletico Paranaense,Serie A,0.0,0.0,0,17.0,0.0,34.0,466.0,0.0,39.0,0.0,0.0,0.0,1.0,1.0,16,1440,16
872,30763,Jandrei,Goalkeeper,27,01/03/1993,Brazil,Atletico Paranaense,Serie A,0.0,0.0,0,2.0,0.0,15.0,124.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,4,360,4
873,80173,Anderson,Goalkeeper,22,05/03/1998,Brazil,Atletico Paranaense,Serie A,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
874,10111,Bento,Goalkeeper,21,10/06/1999,Brazil,Atletico Paranaense,Serie A,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
875,10123,Jonathan,Defender,34,27/02/1986,Brazil,Atletico Paranaense,Serie A,0.0,0.0,0,0.0,0.0,0.0,313.0,8.0,52.0,2.0,9.0,6.0,6.0,4.0,8,616,8
876,10119,Márcio Azevedo,Defender,34,02/05/1986,Brazil,Atletico Paranaense,Serie A,1.0,0.0,0,0.0,0.0,0.0,244.0,4.0,45.0,1.0,17.0,8.0,4.0,10.0,6,381,6
877,10125,Khellven,Defender,19,25/02/2001,Brazil,Atletico Paranaense,Serie A,2.0,0.0,0,0.0,0.0,0.0,227.0,6.0,55.0,16.0,11.0,8.0,1.0,14.0,9,487,5
878,9700,Abner,Defender,20,27/05/2000,Brazil,Atletico Paranaense,Serie A,10.0,3.0,1,0.0,1.0,0.0,680.0,23.0,49.0,27.0,15.0,10.0,8.0,19.0,18,1390,14
879,9980,F. Aguilar,Defender,27,20/01/1993,Colombia,Atletico Paranaense,Serie A,2.0,1.0,0,0.0,0.0,0.0,328.0,1.0,68.0,7.0,0.0,0.0,1.0,4.0,6,450,5
880,10114,José Ivaldo,Defender,23,21/02/1997,Brazil,Atletico Paranaense,Serie A,1.0,0.0,0,0.0,0.0,0.0,180.0,3.0,45.0,1.0,1.0,0.0,0.0,3.0,4,279,3
881,180961,Luan Patrick,Defender,18,20/01/2002,Brazil,Atletico Paranaense,Serie A,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
882,10120,Lucas Halter,Defender,20,02/05/2000,Brazil,Atletico Paranaense,Serie A,3.0,1.0,0,0.0,0.0,0.0,377.0,2.0,67.0,0.0,4.0,3.0,2.0,8.0,7,540,6
883,10235,Pedro Henrique,Defender,25,02/10/1995,Brazil,Atletico Paranaense,Serie A,1.0,0.0,0,0.0,0.0,0.0,902.0,5.0,65.0,23.0,3.0,2.0,11.0,6.0,13,1159,13
884,10121,Thiago Heleno,Defender,32,17/09/1988,Brazil,Atletico Paranaense,Serie A,8.0,1.0,0,0.0,1.0,0.0,939.0,3.0,73.0,7.0,0.0,0.0,14.0,11.0,13,1170,13
885,143640,Kawan,Defender,18,06/03/2002,Brazil,Atletico Paranaense,Serie A,0.0,0.0,0,0.0,0.0,0.0,12.0,0.0,92.0,0.0,1.0,1.0,1.0,1.0,1,32,0
886,80565,Leo Simas,Defender,22,12/11/1998,Brazil,Atletico Paranaense,Serie A,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
887,136124,Edu,Defender,20,16/06/2000,Brazil,Atletico Paranaense,Serie A,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
888,10134,L. González,Midfielder,39,19/01/1981,Argentina,Atletico Paranaense,Serie A,4.0,2.0,0,0.0,0.0,0.0,76.0,2.0,28.0,6.0,5.0,3.0,2.0,5.0,7,245,3
889,10128,Wellington,Midfielder,29,28/01/1991,Brazil,Atletico Paranaense,Serie A,6.0,1.0,0,0.0,0.0,0.0,636.0,4.0,48.0,14.0,8.0,5.0,5.0,31.0,16,1209,14
890,143365,Fabinho,Midfielder,21,18/11/1999,Brazil,Atletico Paranaense,Serie A,9.0,4.0,1,0.0,0.0,0.0,204.0,10.0,17.0,6.0,27.0,15.0,5.0,3.0,10,582,6
891,10133,Nikão,Midfielder,28,29/07/1992,Brazil,Atletico Paranaense,Serie A,15.0,7.0,0,0.0,1.0,0.0,323.0,14.0,47.0,3.0,11.0,9.0,18.0,10.0,11,843,10
892,53546,Ravanelli,Midfielder,23,29/08/1997,Brazil,Atletico Paranaense,Serie A,5.0,2.0,1,0.0,0.0,0.0,73.0,5.0,7.0,3.0,4.0,2.0,5.0,6.0,8,202,1
893,181420,J. Alvarado,Midfielder,21,26/07/1999,Colombia,Atletico Paranaense,Serie A,1.0,0.0,0,0.0,0.0,0.0,74.0,1.0,11.0,3.0,1.0,1.0,1.0,5.0,6,130,1
894,10129,Léo Cittadini,Midfielder,26,27/02/1994,Brazil,Atletico Paranaense,Serie A,24.0,10.0,2,0.0,0.0,0.0,526.0,22.0,46.0,27.0,20.0,13.0,28.0,29.0,17,1296,16
895,9650,Reinaldo Nascimento Satorno,Midfielder,19,08/06/2001,Brazil,Atletico Paranaense,Serie A,2.0,0.0,0,0.0,0.0,0.0,43.0,2.0,10.0,0.0,6.0,3.0,4.0,7.0,3,167,2
896,10240,Richard,Midfielder,26,18/02/1994,Brazil,Atletico Paranaense,Serie A,4.0,1.0,0,0.0,0.0,0.0,434.0,5.0,48.0,20.0,7.0,4.0,11.0,15.0,15,662,8
897,10130,Erick,Midfielder,23,14/11/1997,Brazil,Atletico Paranaense,Serie A,17.0,6.0,0,0.0,1.0,0.0,469.0,13.0,31.0,19.0,25.0,19.0,2.0,27.0,13,1050,12
898,282779,João Victor,Midfielder,0,,Brazil,Atletico Paranaense,Serie A,0.0,0.0,0,0.0,0.0,0.0,26.0,1.0,9.0,2.0,1.0,1.0,0.0,1.0,2,29,0
899,8703,Fernando Canesin,Midfielder,28,27/02/1992,Brazil,Atletico Paranaense,Serie A,1.0,0.0,0,0.0,0.0,0.0,23.0,0.0,26.0,1.0,2.0,1.0,2.0,5.0,6,153,2
900,195116,Bruno Leite,Midfielder,20,07/04/2000,Brazil,Atletico Paranaense,Serie A,0.0,0.0,0,0.0,0.0,0.0,5.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1,20,0
901,67204,Christian Roberto Alves Cardoso,Midfielder,20,19/12/2000,Brazil,Atletico Paranaense,Serie A,5.0,2.0,1,0.0,0.0,0.0,452.0,14.0,35.0,13.0,11.0,8.0,20.0,30.0,15,951,9
902,9535,Léo Gomes,Midfielder,23,30/04/1997,Brazil,Atletico Paranaense,Serie A,0.0,0.0,0,0.0,1.0,0.0,44.0,1.0,17.0,7.0,2.0,1.0,3.0,6.0,2,128,2
903,196161,Ramon,Midfielder,20,13/05/2000,Brazil,Atletico Paranaense,Serie A,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
904,9433,João Pedro,Midfielder,23,20/01/1997,Brazil,Atletico Paranaense,Serie A,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
905,237122,John Anthony Mercado Cuero,Midfielder,18,03/06/2002,Ecuador,Atletico Paranaense,Serie A,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
906,10250,Jádson,Midfielder,37,05/10/1983,Brazil,Atletico Paranaense,Serie A,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
907,9901,Geuvânio,Attacker,28,05/04/1992,Brazil,Atletico Paranaense,Serie A,14.0,8.0,1,0.0,1.0,0.0,158.0,6.0,36.0,5.0,20.0,11.0,17.0,13.0,12,468,5
908,77708,Walter,Attacker,31,22/07/1989,Brazil,Atletico Paranaense,Serie A,3.0,1.0,0,0.0,0.0,0.0,43.0,0.0,12.0,0.0,2.0,2.0,1.0,2.0,8,106,0
910,80492,Guilherme Bissoli,Attacker,22,09/01/1998,Brazil,Atletico Paranaense,Serie A,4.0,2.0,0,0.0,0.0,0.0,52.0,2.0,19.0,4.0,4.0,3.0,3.0,5.0,6,342,4
911,10147,Vitinho,Attacker,21,01/04/1999,Brazil,Atletico Paranaense,Serie A,4.0,2.0,2,0.0,0.0,0.0,74.0,4.0,76.0,6.0,16.0,8.0,7.0,8.0,5,398,5
913,196159,Jajá,Attacker,19,15/04/2001,Brazil,Atletico Paranaense,Serie A,0.0,0.0,0,0.0,0.0,0.0,2.0,0.0,28.0,1.0,2.0,1.0,0.0,1.0,1,18,0
914,9935,Carlos Eduardo,Attacker,24,10/10/1996,Brazil,Atletico Paranaense,Serie A,9.0,4.0,3,0.0,2.0,0.0,109.0,8.0,26.0,8.0,20.0,12.0,17.0,11.0,15,604,6
915,238091,Tallison,Attacker,17,04/04/2003,Brazil,Atletico Paranaense,Serie A,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
916,9661,Julimar,Attacker,19,25/01/2001,Brazil,Atletico Paranaense,Serie A,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
909,9325,Jorginho,Attacker,29,05/01/1991,Brazil,Atletico Paranaense,Serie A,,,0,,,,,,,,,,,,4,195,2
870,9406,Pedrinho,Attacker,21,10/11/1999,Brazil,Atletico Paranaense,Serie A,,,0,,,,,,,,,,,,9,349,3
912,9726,Renato Kayzer,Attacker,24,17/02/1996,Brazil,Atletico Paranaense,Serie A,,,4,,,,,,,,,,,,10,830,9
869,10096,Marcos Gabriel do Nascimento,Midfielder,30,21/07/1990,Brazil,Atletico Paranaense,Serie A,,,0,,,,,,,,,,,,4,225,3
53,143366,Talison,Defender,20,02/06/2000,Brazil,Atletico-MG,Serie A,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
54,9900,Maicon,Attacker,30,18/02/1990,Brazil,Atletico-MG,Serie A,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
55,7123,Rocyan,Midfielder,20,10/01/2000,Brazil,Atletico-MG,Serie A,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
56,10352,Léo Sena,Midfielder,25,31/12/1995,Brazil,Atletico-MG,Serie A,0.0,0.0,0,0.0,0.0,0.0,5.0,0.0,71.0,1.0,1.0,1.0,1.0,1.0,1,6,0
57,9860,Michael Matias Fracaro,Goalkeeper,25,08/04/1995,Brazil,Atletico-MG,Serie A,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
61,9859,Victor,Goalkeeper,37,21/01/1983,Brazil,Atletico-MG,Serie A,0.0,0.0,0,2.0,0.0,1.0,25.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,1,71,0
63,10081,Rafael,Goalkeeper,31,23/06/1989,Brazil,Atletico-MG,Serie A,0.0,0.0,0,5.0,0.0,17.0,160.0,0.0,53.0,1.0,0.0,0.0,0.0,1.0,8,646,8
64,9874,Guga,Defender,22,29/08/1998,Brazil,Atletico-MG,Serie A,9.0,0.0,1,0.0,1.0,0.0,979.0,12.0,56.0,39.0,9.0,8.0,21.0,17.0,18,1407,16
65,2499,J. Alonso,Defender,27,09/02/1993,Paraguay,Atletico-MG,Serie A,14.0,4.0,0,0.0,1.0,0.0,1084.0,8.0,74.0,25.0,8.0,6.0,1.0,25.0,16,1440,16
66,9863,Réver,Defender,35,01/01/1985,Brazil,Atletico-MG,Serie A,7.0,2.0,1,0.0,1.0,0.0,1022.0,10.0,74.0,11.0,8.0,4.0,8.0,7.0,14,1212,14
67,2038,Guilherme Arana,Defender,23,14/04/1997,Brazil,Atletico-MG,Serie A,27.0,13.0,3,0.0,3.0,0.0,815.0,28.0,48.0,29.0,24.0,17.0,17.0,21.0,21,1785,19
68,9872,Igor Rabello,Defender,25,28/04/1995,Brazil,Atletico-MG,Serie A,7.0,2.0,1,0.0,0.0,0.0,850.0,2.0,61.0,13.0,2.0,0.0,14.0,13.0,16,1238,13
69,434,Mariano,Defender,34,23/06/1986,Brazil,Atletico-MG,Serie A,1.0,0.0,0,0.0,1.0,0.0,241.0,4.0,47.0,11.0,7.0,3.0,6.0,8.0,7,370,4
70,10051,Gabriel,Defender,25,14/03/1995,Brazil,Atletico-MG,Serie A,0.0,0.0,0,0.0,0.0,0.0,18.0,0.0,35.0,0.0,0.0,0.0,0.0,1.0,2,48,1
71,33063,Bueno,Defender,25,24/08/1995,Brazil,Atletico-MG,Serie A,1.0,0.0,0,0.0,0.0,0.0,104.0,0.0,41.0,0.0,0.0,0.0,1.0,7.0,7,228,2
72,199352,Gustavo Henrique,Defender,21,07/10/1999,Brazil,Atletico-MG,Serie A,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
73,135147,Kainandro,Defender,20,04/06/2000,Brazil,Atletico-MG,Serie A,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
74,80301,Kevin,Defender,20,14/03/2000,Brazil,Atletico-MG,Serie A,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
76,9890,Jair,Midfielder,26,26/08/1994,Brazil,Atletico-MG,Serie A,9.0,2.0,1,0.0,2.0,0.0,692.0,13.0,54.0,33.0,15.0,8.0,37.0,38.0,19,1404,17
77,2477,M. Zaracho,Midfielder,22,10/03/1998,Argentina,Atletico-MG,Serie A,3.0,2.0,1,0.0,0.0,0.0,57.0,2.0,11.0,3.0,6.0,1.0,1.0,4.0,5,207,3
78,13771,D. Borrero,Midfielder,18,05/01/2002,Colombia,Atletico-MG,Serie A,0.0,0.0,0,0.0,0.0,0.0,17.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,4,53,0
79,9923,Hyoran,Midfielder,27,25/05/1993,Brazil,Atletico-MG,Serie A,23.0,7.0,2,0.0,2.0,0.0,184.0,22.0,39.0,8.0,10.0,4.0,17.0,19.0,14,670,8
80,16360,A. Franco,Midfielder,22,21/08/1998,Ecuador,Atletico-MG,Serie A,12.0,8.0,3,0.0,0.0,0.0,330.0,13.0,42.0,21.0,6.0,3.0,12.0,25.0,16,1149,14
81,9883,Nathan,Midfielder,24,13/03/1996,Brazil,Atletico-MG,Serie A,17.0,10.0,3,0.0,0.0,0.0,194.0,16.0,26.0,10.0,11.0,5.0,7.0,8.0,13,792,9
82,266658,Calebe,Midfielder,20,30/04/2000,Brazil,Atletico-MG,Serie A,0.0,0.0,0,0.0,0.0,0.0,6.0,1.0,6.0,0.0,1.0,1.0,1.0,1.0,2,49,0
83,10319,Allan,Midfielder,23,03/03/1997,Brazil,Atletico-MG,Serie A,13.0,3.0,0,0.0,0.0,0.0,889.0,9.0,58.0,22.0,9.0,8.0,13.0,21.0,18,1301,14
84,9881,Marquinhos,Midfielder,21,24/10/1999,Brazil,Atletico-MG,Serie A,10.0,2.0,0,0.0,1.0,0.0,119.0,6.0,45.0,5.0,18.0,15.0,5.0,12.0,10,427,3
85,51214,J. Savarino,Midfielder,24,11/11/1996,Venezuela,Atletico-MG,Serie A,21.0,6.0,3,0.0,4.0,0.0,271.0,27.0,38.0,7.0,51.0,30.0,15.0,13.0,16,1089,12
86,276452,Denilson,Midfielder,19,23/03/2001,Brazil,Atletico-MG,Serie A,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
87,10507,Diego Tardelli,Attacker,35,10/05/1985,Brazil,Atletico-MG,Serie A,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
88,35534,E. Vargas,Attacker,31,20/11/1989,Chile,Atletico-MG,Serie A,2.0,0.0,0,0.0,1.0,0.0,26.0,1.0,19.0,0.0,0.0,0.0,2.0,0.0,1,89,1
89,16847,Keno,Attacker,31,10/09/1989,Brazil,Atletico-MG,Serie A,47.0,26.0,9,0.0,3.0,0.0,401.0,30.0,31.0,21.0,99.0,55.0,24.0,23.0,20,1508,17
